CODIGO;NOMBRE;actividad;categoria;cantidad
13;BELGRANO;INVERNADA;VACAS;1979
13;BELGRANO;ENGORDE CORRAL C/CONFINAMIENTO;VACAS;423
13;BELGRANO;CRIA;VACAS;13058
13;BELGRANO;GUACHERAS COMUNITARIAS;VACAS;35
13;BELGRANO;TAMBO;VACAS;2480
13;BELGRANO;CABAÑA;VACAS;318
13;BELGRANO;PROVEEDOR DE TERNEROS DE TAMBO;VACAS;231
13;BELGRANO;CICLO COMPLETO (CRIA e INVERNADA);VACAS;115
13;BELGRANO;AGRICULTURA FAMILIAR;VACAS;5
13;BELGRANO;RECRIA;VACAS;110
13;BELGRANO;INVERNADA;VAQUILLONAS;2730
13;BELGRANO;ENGORDE CORRAL C/CONFINAMIENTO;VAQUILLONAS;3018
13;BELGRANO;CRIA;VAQUILLONAS;4350
13;BELGRANO;GUACHERAS COMUNITARIAS;VAQUILLONAS;5
13;BELGRANO;TAMBO;VAQUILLONAS;1166
13;BELGRANO;CABAÑA;VAQUILLONAS;190
13;BELGRANO;PROVEEDOR DE TERNEROS DE TAMBO;VAQUILLONAS;180
13;BELGRANO;CICLO COMPLETO (CRIA e INVERNADA);VAQUILLONAS;146
13;BELGRANO;AGRICULTURA FAMILIAR;VAQUILLONAS;4
13;BELGRANO;INVERNADA;NOVILLOS;2000
13;BELGRANO;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLOS;60
13;BELGRANO;CRIA;NOVILLOS;607
13;BELGRANO;CICLO COMPLETO (CRIA e INVERNADA);NOVILLOS;32
13;BELGRANO;INVERNADA;NOVILLITOS;5195
13;BELGRANO;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLITOS;5711
13;BELGRANO;CRIA;NOVILLITOS;2397
13;BELGRANO;GUACHERAS COMUNITARIAS;NOVILLITOS;1
13;BELGRANO;TAMBO;NOVILLITOS;166
13;BELGRANO;CABAÑA;NOVILLITOS;35
13;BELGRANO;CICLO COMPLETO (CRIA e INVERNADA);NOVILLITOS;70
13;BELGRANO;AGRICULTURA FAMILIAR;NOVILLITOS;2
13;BELGRANO;RECRIA;NOVILLITOS;38
13;BELGRANO;INVERNADA;TERNERAS;1335
13;BELGRANO;ENGORDE CORRAL C/CONFINAMIENTO;TERNERAS;1014
13;BELGRANO;CRIA;TERNERAS;3009
13;BELGRANO;GUACHERAS COMUNITARIAS;TERNERAS;8
13;BELGRANO;TAMBO;TERNERAS;511
13;BELGRANO;CABAÑA;TERNERAS;113
13;BELGRANO;PROVEEDOR DE TERNEROS DE TAMBO;TERNERAS;73
13;BELGRANO;CICLO COMPLETO (CRIA e INVERNADA);TERNERAS;32
13;BELGRANO;AGRICULTURA FAMILIAR;TERNERAS;3
13;BELGRANO;INVERNADA;TERNEROS;2146
13;BELGRANO;ENGORDE CORRAL C/CONFINAMIENTO;TERNEROS;2081
13;BELGRANO;CRIA;TERNEROS;2763
13;BELGRANO;GUACHERAS COMUNITARIAS;TERNEROS;9
13;BELGRANO;TAMBO;TERNEROS;255
13;BELGRANO;CABAÑA;TERNEROS;108
13;BELGRANO;PROVEEDOR DE TERNEROS DE TAMBO;TERNEROS;4
13;BELGRANO;CICLO COMPLETO (CRIA e INVERNADA);TERNEROS;26
13;BELGRANO;AGRICULTURA FAMILIAR;TERNEROS;1
13;BELGRANO;INVERNADA;TOROS;34
13;BELGRANO;ENGORDE CORRAL C/CONFINAMIENTO;TOROS;7
13;BELGRANO;CRIA;TOROS;484
13;BELGRANO;GUACHERAS COMUNITARIAS;TOROS;1
13;BELGRANO;TAMBO;TOROS;13
13;BELGRANO;CABAÑA;TOROS;32
13;BELGRANO;CICLO COMPLETO (CRIA e INVERNADA);TOROS;5
13;BELGRANO;AGRICULTURA FAMILIAR;TOROS;1
13;BELGRANO;RECRIA;TOROS;4
13;BELGRANO;INVERNADA;TORITOS;92
13;BELGRANO;ENGORDE CORRAL C/CONFINAMIENTO;TORITOS;7
13;BELGRANO;CRIA;TORITOS;122
13;BELGRANO;TAMBO;TORITOS;1
13;BELGRANO;CABAÑA;TORITOS;44
18;CASEROS;INVERNADA;VACAS;3491
18;CASEROS;ENGORDE CORRAL C/CONFINAMIENTO;VACAS;10256
18;CASEROS;CRIA;VACAS;16849
18;CASEROS;TAMBO;VACAS;880
18;CASEROS;CABAÑA;VACAS;376
18;CASEROS;CICLO COMPLETO (CRIA e INVERNADA);VACAS;1862
18;CASEROS;AGRICULTURA FAMILIAR;VACAS;162
18;CASEROS;SUBSISTENCIA;VACAS;68
18;CASEROS;ENGORDE CORRAL C/CONFINAMIENTO (BUBALINO);VACAS;436
18;CASEROS;INVERNADA;VAQUILLONAS;6293
18;CASEROS;ENGORDE CORRAL C/CONFINAMIENTO;VAQUILLONAS;18498
18;CASEROS;CRIA;VAQUILLONAS;6895
18;CASEROS;TAMBO;VAQUILLONAS;354
18;CASEROS;CABAÑA;VAQUILLONAS;130
18;CASEROS;CICLO COMPLETO (CRIA e INVERNADA);VAQUILLONAS;575
18;CASEROS;AGRICULTURA FAMILIAR;VAQUILLONAS;53
18;CASEROS;SUBSISTENCIA;VAQUILLONAS;7
18;CASEROS;INVERNADA (BUBALINO);VAQUILLONAS;48
18;CASEROS;INVERNADA;NOVILLOS;1303
18;CASEROS;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLOS;3480
18;CASEROS;CRIA;NOVILLOS;343
18;CASEROS;TAMBO;NOVILLOS;11
18;CASEROS;CICLO COMPLETO (CRIA e INVERNADA);NOVILLOS;21
18;CASEROS;INVERNADA;NOVILLITOS;9141
18;CASEROS;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLITOS;17683
18;CASEROS;CRIA;NOVILLITOS;6856
18;CASEROS;TAMBO;NOVILLITOS;2
18;CASEROS;CABAÑA;NOVILLITOS;252
18;CASEROS;CICLO COMPLETO (CRIA e INVERNADA);NOVILLITOS;1288
18;CASEROS;AGRICULTURA FAMILIAR;NOVILLITOS;75
18;CASEROS;SUBSISTENCIA;NOVILLITOS;31
18;CASEROS;INVERNADA (BUBALINO);NOVILLITOS;33
18;CASEROS;INVERNADA;TERNERAS;2664
18;CASEROS;ENGORDE CORRAL C/CONFINAMIENTO;TERNERAS;12186
18;CASEROS;CRIA;TERNERAS;3662
18;CASEROS;TAMBO;TERNERAS;269
18;CASEROS;CABAÑA;TERNERAS;24
18;CASEROS;CICLO COMPLETO (CRIA e INVERNADA);TERNERAS;497
18;CASEROS;AGRICULTURA FAMILIAR;TERNERAS;101
18;CASEROS;SUBSISTENCIA;TERNERAS;18
18;CASEROS;ENGORDE CORRAL C/CONFINAMIENTO (BUBALINO);TERNERAS;3
18;CASEROS;INVERNADA;TERNEROS;3933
18;CASEROS;ENGORDE CORRAL C/CONFINAMIENTO;TERNEROS;9692
18;CASEROS;CRIA;TERNEROS;3546
18;CASEROS;TAMBO;TERNEROS;179
18;CASEROS;CABAÑA;TERNEROS;27
18;CASEROS;CICLO COMPLETO (CRIA e INVERNADA);TERNEROS;427
18;CASEROS;AGRICULTURA FAMILIAR;TERNEROS;57
18;CASEROS;SUBSISTENCIA;TERNEROS;51
18;CASEROS;ENGORDE CORRAL C/CONFINAMIENTO (BUBALINO);TERNEROS;1
18;CASEROS;INVERNADA (BUBALINO);TERNEROS;42
18;CASEROS;INVERNADA;TOROS;100
18;CASEROS;ENGORDE CORRAL C/CONFINAMIENTO;TOROS;313
18;CASEROS;CRIA;TOROS;629
18;CASEROS;TAMBO;TOROS;21
18;CASEROS;CABAÑA;TOROS;44
18;CASEROS;CICLO COMPLETO (CRIA e INVERNADA);TOROS;49
18;CASEROS;AGRICULTURA FAMILIAR;TOROS;6
18;CASEROS;SUBSISTENCIA;TOROS;4
18;CASEROS;ENGORDE CORRAL C/CONFINAMIENTO (BUBALINO);TOROS;1
18;CASEROS;INVERNADA;TORITOS;30
18;CASEROS;ENGORDE CORRAL C/CONFINAMIENTO;TORITOS;694
18;CASEROS;CRIA;TORITOS;243
18;CASEROS;TAMBO;TORITOS;1
18;CASEROS;CABAÑA;TORITOS;75
18;CASEROS;CICLO COMPLETO (CRIA e INVERNADA);TORITOS;22
08;CASTELLANOS;INVERNADA;VACAS;22293
08;CASTELLANOS;ENGORDE CORRAL C/CONFINAMIENTO;VACAS;327
08;CASTELLANOS;CRIA;VACAS;38851
08;CASTELLANOS;TAMBO;VACAS;119481
08;CASTELLANOS;CABAÑA;VACAS;858
08;CASTELLANOS;RECRIA;VACAS;4043
08;CASTELLANOS;SUBSISTENCIA;VACAS;107
08;CASTELLANOS;CRIA (BUBALINO);VACAS;210
08;CASTELLANOS;CENTRO DE TRANSFERENCIA DE EMBRIONES;VACAS;1
08;CASTELLANOS;CENTRO DE COLECTA Y PROCESAMIENTO DE SEMEN;VACAS;15
08;CASTELLANOS;DE TRABAJO;VACAS;440
08;CASTELLANOS;TAMBO DE SUBSISTENCIA;VACAS;21
08;CASTELLANOS;INVERNADA;VAQUILLONAS;14852
08;CASTELLANOS;ENGORDE CORRAL C/CONFINAMIENTO;VAQUILLONAS;233
08;CASTELLANOS;CRIA;VAQUILLONAS;15027
08;CASTELLANOS;TAMBO;VAQUILLONAS;55207
08;CASTELLANOS;CABAÑA;VAQUILLONAS;648
08;CASTELLANOS;RECRIA;VAQUILLONAS;5425
08;CASTELLANOS;SUBSISTENCIA;VAQUILLONAS;36
08;CASTELLANOS;CRIA (BUBALINO);VAQUILLONAS;138
08;CASTELLANOS;LEASING GANADERO;VAQUILLONAS;51
08;CASTELLANOS;CENTRO DE COLECTA Y PROCESAMIENTO DE SEMEN;VAQUILLONAS;2
08;CASTELLANOS;CRIA/RECRIA DE TERNEROS DE TAMBO;VAQUILLONAS;54
08;CASTELLANOS;DE TRABAJO;VAQUILLONAS;183
08;CASTELLANOS;INVERNADA;NOVILLOS;6968
08;CASTELLANOS;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLOS;16
08;CASTELLANOS;CRIA;NOVILLOS;2701
08;CASTELLANOS;TAMBO;NOVILLOS;1611
08;CASTELLANOS;CABAÑA;NOVILLOS;2
08;CASTELLANOS;RECRIA;NOVILLOS;133
08;CASTELLANOS;SUBSISTENCIA;NOVILLOS;20
08;CASTELLANOS;CRIA (BUBALINO);NOVILLOS;79
08;CASTELLANOS;INVERNADA;NOVILLITOS;21513
08;CASTELLANOS;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLITOS;3255
08;CASTELLANOS;CRIA;NOVILLITOS;7435
08;CASTELLANOS;TAMBO;NOVILLITOS;9578
08;CASTELLANOS;CABAÑA;NOVILLITOS;172
08;CASTELLANOS;RECRIA;NOVILLITOS;966
08;CASTELLANOS;SUBSISTENCIA;NOVILLITOS;31
08;CASTELLANOS;CRIA (BUBALINO);NOVILLITOS;266
08;CASTELLANOS;DE TRABAJO;NOVILLITOS;1
08;CASTELLANOS;INVERNADA;TERNERAS;10823
08;CASTELLANOS;ENGORDE CORRAL C/CONFINAMIENTO;TERNERAS;138
08;CASTELLANOS;CRIA;TERNERAS;10461
08;CASTELLANOS;TAMBO;TERNERAS;33525
08;CASTELLANOS;CABAÑA;TERNERAS;241
08;CASTELLANOS;RECRIA;TERNERAS;2498
08;CASTELLANOS;SUBSISTENCIA;TERNERAS;36
08;CASTELLANOS;CRIA (BUBALINO);TERNERAS;117
08;CASTELLANOS;DE TRABAJO;TERNERAS;34
08;CASTELLANOS;TAMBO DE SUBSISTENCIA;TERNERAS;8
08;CASTELLANOS;INVERNADA;TERNEROS;9602
08;CASTELLANOS;ENGORDE CORRAL C/CONFINAMIENTO;TERNEROS;1052
08;CASTELLANOS;CRIA;TERNEROS;7116
08;CASTELLANOS;TAMBO;TERNEROS;19007
08;CASTELLANOS;CABAÑA;TERNEROS;86
08;CASTELLANOS;RECRIA;TERNEROS;1189
08;CASTELLANOS;SUBSISTENCIA;TERNEROS;37
08;CASTELLANOS;CRIA (BUBALINO);TERNEROS;388
08;CASTELLANOS;DE TRABAJO;TERNEROS;26
08;CASTELLANOS;TAMBO DE SUBSISTENCIA;TERNEROS;5
08;CASTELLANOS;INVERNADA;TOROS;990
08;CASTELLANOS;ENGORDE CORRAL C/CONFINAMIENTO;TOROS;8
08;CASTELLANOS;CRIA;TOROS;1969
08;CASTELLANOS;TAMBO;TOROS;2521
08;CASTELLANOS;CABAÑA;TOROS;252
08;CASTELLANOS;RECRIA;TOROS;186
08;CASTELLANOS;SUBSISTENCIA;TOROS;11
08;CASTELLANOS;CRIA (BUBALINO);TOROS;9
08;CASTELLANOS;DE TRABAJO;TOROS;13
08;CASTELLANOS;INVERNADA;TORITOS;139
08;CASTELLANOS;ENGORDE CORRAL C/CONFINAMIENTO;TORITOS;36
08;CASTELLANOS;CRIA;TORITOS;406
08;CASTELLANOS;TAMBO;TORITOS;189
08;CASTELLANOS;CABAÑA;TORITOS;38
08;CASTELLANOS;RECRIA;TORITOS;10
19;CONSTITUCION;INVERNADA;VACAS;7981
19;CONSTITUCION;ENGORDE CORRAL C/CONFINAMIENTO;VACAS;3299
19;CONSTITUCION;CRIA;VACAS;36404
19;CONSTITUCION;TAMBO;VACAS;580
19;CONSTITUCION;CABAÑA;VACAS;147
19;CONSTITUCION;CICLO COMPLETO (CRIA e INVERNADA);VACAS;312
19;CONSTITUCION;RECRIA;VACAS;1261
19;CONSTITUCION;INVERNADA;VAQUILLONAS;3831
19;CONSTITUCION;ENGORDE CORRAL C/CONFINAMIENTO;VAQUILLONAS;7886
19;CONSTITUCION;CRIA;VAQUILLONAS;13473
19;CONSTITUCION;TAMBO;VAQUILLONAS;267
19;CONSTITUCION;CABAÑA;VAQUILLONAS;89
19;CONSTITUCION;CICLO COMPLETO (CRIA e INVERNADA);VAQUILLONAS;207
19;CONSTITUCION;RECRIA;VAQUILLONAS;350
19;CONSTITUCION;SUBSISTENCIA;VAQUILLONAS;86
19;CONSTITUCION;CRIA (BUBALINO);VAQUILLONAS;18
19;CONSTITUCION;INVERNADA;NOVILLOS;1384
19;CONSTITUCION;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLOS;1635
19;CONSTITUCION;CRIA;NOVILLOS;757
19;CONSTITUCION;TAMBO;NOVILLOS;2
19;CONSTITUCION;CICLO COMPLETO (CRIA e INVERNADA);NOVILLOS;3
19;CONSTITUCION;RECRIA;NOVILLOS;35
19;CONSTITUCION;INVERNADA;NOVILLITOS;6638
19;CONSTITUCION;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLITOS;25200
19;CONSTITUCION;CRIA;NOVILLITOS;9530
19;CONSTITUCION;CICLO COMPLETO (CRIA e INVERNADA);NOVILLITOS;119
19;CONSTITUCION;RECRIA;NOVILLITOS;147
19;CONSTITUCION;SUBSISTENCIA;NOVILLITOS;3
19;CONSTITUCION;INVERNADA;TERNERAS;1923
19;CONSTITUCION;ENGORDE CORRAL C/CONFINAMIENTO;TERNERAS;8443
19;CONSTITUCION;CRIA;TERNERAS;6651
19;CONSTITUCION;TAMBO;TERNERAS;133
19;CONSTITUCION;CABAÑA;TERNERAS;85
19;CONSTITUCION;CICLO COMPLETO (CRIA e INVERNADA);TERNERAS;64
19;CONSTITUCION;RECRIA;TERNERAS;444
19;CONSTITUCION;INVERNADA;TERNEROS;3554
19;CONSTITUCION;ENGORDE CORRAL C/CONFINAMIENTO;TERNEROS;3955
19;CONSTITUCION;CRIA;TERNEROS;6146
19;CONSTITUCION;TAMBO;TERNEROS;76
19;CONSTITUCION;CABAÑA;TERNEROS;80
19;CONSTITUCION;CICLO COMPLETO (CRIA e INVERNADA);TERNEROS;60
19;CONSTITUCION;RECRIA;TERNEROS;443
19;CONSTITUCION;INVERNADA;TOROS;252
19;CONSTITUCION;ENGORDE CORRAL C/CONFINAMIENTO;TOROS;93
19;CONSTITUCION;CRIA;TOROS;1454
19;CONSTITUCION;TAMBO;TOROS;14
19;CONSTITUCION;CICLO COMPLETO (CRIA e INVERNADA);TOROS;7
19;CONSTITUCION;RECRIA;TOROS;49
19;CONSTITUCION;INVERNADA;TORITOS;72
19;CONSTITUCION;ENGORDE CORRAL C/CONFINAMIENTO;TORITOS;125
19;CONSTITUCION;CRIA;TORITOS;486
19;CONSTITUCION;TAMBO;TORITOS;12
19;CONSTITUCION;CABAÑA;TORITOS;33
19;CONSTITUCION;RECRIA;TORITOS;176
05;GARAY;INVERNADA;VACAS;17532
05;GARAY;ENGORDE CORRAL C/CONFINAMIENTO;VACAS;207
05;GARAY;CRIA;VACAS;49230
05;GARAY;CICLO COMPLETO (CRIA e INVERNADA);VACAS;2406
05;GARAY;AGRICULTURA FAMILIAR;VACAS;59
05;GARAY;RECRIA;VACAS;562
05;GARAY;SUBSISTENCIA;VACAS;27
05;GARAY;INVERNADA (BUBALINO);VACAS;16
05;GARAY;CRIA (BUBALINO);VACAS;42
05;GARAY;ENGORDE CORRAL S/CONFINAMIENTO;VACAS;429
05;GARAY;INVERNADA;VAQUILLONAS;7580
05;GARAY;ENGORDE CORRAL C/CONFINAMIENTO;VAQUILLONAS;174
05;GARAY;CRIA;VAQUILLONAS;17748
05;GARAY;CICLO COMPLETO (CRIA e INVERNADA);VAQUILLONAS;1341
05;GARAY;AGRICULTURA FAMILIAR;VAQUILLONAS;45
05;GARAY;RECRIA;VAQUILLONAS;175
05;GARAY;SUBSISTENCIA;VAQUILLONAS;13
05;GARAY;INVERNADA (BUBALINO);VAQUILLONAS;26
05;GARAY;CRIA (BUBALINO);VAQUILLONAS;23
05;GARAY;ENGORDE CORRAL S/CONFINAMIENTO;VAQUILLONAS;127
05;GARAY;INVERNADA;NOVILLOS;6174
05;GARAY;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLOS;313
05;GARAY;CRIA;NOVILLOS;9980
05;GARAY;CICLO COMPLETO (CRIA e INVERNADA);NOVILLOS;388
05;GARAY;AGRICULTURA FAMILIAR;NOVILLOS;3
05;GARAY;RECRIA;NOVILLOS;38
05;GARAY;SUBSISTENCIA;NOVILLOS;18
05;GARAY;INVERNADA (BUBALINO);NOVILLOS;29
05;GARAY;ENGORDE CORRAL S/CONFINAMIENTO;NOVILLOS;542
05;GARAY;INVERNADA;NOVILLITOS;15197
05;GARAY;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLITOS;518
05;GARAY;CRIA;NOVILLITOS;21959
05;GARAY;CICLO COMPLETO (CRIA e INVERNADA);NOVILLITOS;860
05;GARAY;RECRIA;NOVILLITOS;623
05;GARAY;SUBSISTENCIA;NOVILLITOS;20
05;GARAY;INVERNADA (BUBALINO);NOVILLITOS;61
05;GARAY;CRIA (BUBALINO);NOVILLITOS;45
05;GARAY;ENGORDE CORRAL S/CONFINAMIENTO;NOVILLITOS;193
05;GARAY;INVERNADA;TERNERAS;2593
05;GARAY;ENGORDE CORRAL C/CONFINAMIENTO;TERNERAS;179
05;GARAY;CRIA;TERNERAS;8805
05;GARAY;CICLO COMPLETO (CRIA e INVERNADA);TERNERAS;452
05;GARAY;RECRIA;TERNERAS;208
05;GARAY;SUBSISTENCIA;TERNERAS;7
05;GARAY;CRIA (BUBALINO);TERNERAS;3
05;GARAY;INVERNADA;TERNEROS;3748
05;GARAY;ENGORDE CORRAL C/CONFINAMIENTO;TERNEROS;1586
05;GARAY;CRIA;TERNEROS;9494
05;GARAY;CICLO COMPLETO (CRIA e INVERNADA);TERNEROS;473
05;GARAY;RECRIA;TERNEROS;249
05;GARAY;SUBSISTENCIA;TERNEROS;8
05;GARAY;CRIA (BUBALINO);TERNEROS;23
05;GARAY;INVERNADA;TOROS;856
05;GARAY;ENGORDE CORRAL C/CONFINAMIENTO;TOROS;48
05;GARAY;CRIA;TOROS;2003
05;GARAY;CICLO COMPLETO (CRIA e INVERNADA);TOROS;113
05;GARAY;AGRICULTURA FAMILIAR;TOROS;4
05;GARAY;RECRIA;TOROS;22
05;GARAY;SUBSISTENCIA;TOROS;2
05;GARAY;CRIA (BUBALINO);TOROS;3
05;GARAY;ENGORDE CORRAL S/CONFINAMIENTO;TOROS;36
05;GARAY;INVERNADA;TORITOS;138
05;GARAY;ENGORDE CORRAL C/CONFINAMIENTO;TORITOS;130
05;GARAY;CRIA;TORITOS;456
05;GARAY;CICLO COMPLETO (CRIA e INVERNADA);TORITOS;9
05;GARAY;RECRIA;TORITOS;6
05;GARAY;INVERNADA (BUBALINO);TORITOS;1
05;GARAY;CRIA (BUBALINO);TORITOS;2
17;GENERAL LOPEZ;INVERNADA;VACAS;23363
17;GENERAL LOPEZ;ENGORDE CORRAL C/CONFINAMIENTO;VACAS;2652
17;GENERAL LOPEZ;CRIA;VACAS;91946
17;GENERAL LOPEZ;GUACHERAS COMUNITARIAS;VACAS;16
17;GENERAL LOPEZ;TAMBO;VACAS;8567
17;GENERAL LOPEZ;CABAÑA;VACAS;1370
17;GENERAL LOPEZ;PROVEEDOR DE TERNEROS DE TAMBO;VACAS;351
17;GENERAL LOPEZ;CICLO COMPLETO (CRIA e INVERNADA);VACAS;3958
17;GENERAL LOPEZ;AGRICULTURA FAMILIAR;VACAS;5
17;GENERAL LOPEZ;RECRIA;VACAS;4334
17;GENERAL LOPEZ;SUBSISTENCIA;VACAS;43
17;GENERAL LOPEZ;INVERNADA (BUBALINO);VACAS;69
17;GENERAL LOPEZ;CRIA (BUBALINO);VACAS;8
17;GENERAL LOPEZ;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);VACAS;61
17;GENERAL LOPEZ;INVERNADA;VAQUILLONAS;20869
17;GENERAL LOPEZ;ENGORDE CORRAL C/CONFINAMIENTO;VAQUILLONAS;10673
17;GENERAL LOPEZ;CRIA;VAQUILLONAS;36632
17;GENERAL LOPEZ;GUACHERAS COMUNITARIAS;VAQUILLONAS;8
17;GENERAL LOPEZ;TAMBO;VAQUILLONAS;5737
17;GENERAL LOPEZ;CABAÑA;VAQUILLONAS;762
17;GENERAL LOPEZ;PROVEEDOR DE TERNEROS DE TAMBO;VAQUILLONAS;255
17;GENERAL LOPEZ;CICLO COMPLETO (CRIA e INVERNADA);VAQUILLONAS;2158
17;GENERAL LOPEZ;AGRICULTURA FAMILIAR;VAQUILLONAS;10
17;GENERAL LOPEZ;RECRIA;VAQUILLONAS;2667
17;GENERAL LOPEZ;INVERNADA (BUBALINO);VAQUILLONAS;18
17;GENERAL LOPEZ;CENTRO DE COLECTA Y PROCESAMIENTO DE SEMEN;VAQUILLONAS;3
17;GENERAL LOPEZ;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);VAQUILLONAS;216
17;GENERAL LOPEZ;INVERNADA;NOVILLOS;2459
17;GENERAL LOPEZ;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLOS;10908
17;GENERAL LOPEZ;CRIA;NOVILLOS;1808
17;GENERAL LOPEZ;TAMBO;NOVILLOS;22
17;GENERAL LOPEZ;CABAÑA;NOVILLOS;16
17;GENERAL LOPEZ;CICLO COMPLETO (CRIA e INVERNADA);NOVILLOS;88
17;GENERAL LOPEZ;RECRIA;NOVILLOS;157
17;GENERAL LOPEZ;INVERNADA;NOVILLITOS;21110
17;GENERAL LOPEZ;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLITOS;32742
17;GENERAL LOPEZ;CRIA;NOVILLITOS;19970
17;GENERAL LOPEZ;GUACHERAS COMUNITARIAS;NOVILLITOS;479
17;GENERAL LOPEZ;TAMBO;NOVILLITOS;457
17;GENERAL LOPEZ;CABAÑA;NOVILLITOS;434
17;GENERAL LOPEZ;CICLO COMPLETO (CRIA e INVERNADA);NOVILLITOS;3508
17;GENERAL LOPEZ;RECRIA;NOVILLITOS;3760
17;GENERAL LOPEZ;SUBSISTENCIA;NOVILLITOS;3
17;GENERAL LOPEZ;INVERNADA (BUBALINO);NOVILLITOS;7
17;GENERAL LOPEZ;INVERNADA;TERNERAS;5345
17;GENERAL LOPEZ;ENGORDE CORRAL C/CONFINAMIENTO;TERNERAS;2225
17;GENERAL LOPEZ;CRIA;TERNERAS;27639
17;GENERAL LOPEZ;GUACHERAS COMUNITARIAS;TERNERAS;116
17;GENERAL LOPEZ;TAMBO;TERNERAS;2162
17;GENERAL LOPEZ;CABAÑA;TERNERAS;642
17;GENERAL LOPEZ;PROVEEDOR DE TERNEROS DE TAMBO;TERNERAS;137
17;GENERAL LOPEZ;CICLO COMPLETO (CRIA e INVERNADA);TERNERAS;696
17;GENERAL LOPEZ;RECRIA;TERNERAS;1107
17;GENERAL LOPEZ;SUBSISTENCIA;TERNERAS;23
17;GENERAL LOPEZ;INVERNADA (BUBALINO);TERNERAS;7
17;GENERAL LOPEZ;CRIA (BUBALINO);TERNERAS;1
17;GENERAL LOPEZ;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);TERNERAS;63
17;GENERAL LOPEZ;INVERNADA;TERNEROS;7098
17;GENERAL LOPEZ;ENGORDE CORRAL C/CONFINAMIENTO;TERNEROS;2238
17;GENERAL LOPEZ;CRIA;TERNEROS;15553
17;GENERAL LOPEZ;GUACHERAS COMUNITARIAS;TERNEROS;1722
17;GENERAL LOPEZ;TAMBO;TERNEROS;939
17;GENERAL LOPEZ;CABAÑA;TERNEROS;472
17;GENERAL LOPEZ;PROVEEDOR DE TERNEROS DE TAMBO;TERNEROS;1
17;GENERAL LOPEZ;CICLO COMPLETO (CRIA e INVERNADA);TERNEROS;1034
17;GENERAL LOPEZ;RECRIA;TERNEROS;1169
17;GENERAL LOPEZ;SUBSISTENCIA;TERNEROS;20
17;GENERAL LOPEZ;INVERNADA (BUBALINO);TERNEROS;15
17;GENERAL LOPEZ;CRIA (BUBALINO);TERNEROS;3
17;GENERAL LOPEZ;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);TERNEROS;53
17;GENERAL LOPEZ;INVERNADA;TOROS;794
17;GENERAL LOPEZ;ENGORDE CORRAL C/CONFINAMIENTO;TOROS;80
17;GENERAL LOPEZ;CRIA;TOROS;2847
17;GENERAL LOPEZ;GUACHERAS COMUNITARIAS;TOROS;2
17;GENERAL LOPEZ;TAMBO;TOROS;92
17;GENERAL LOPEZ;CABAÑA;TOROS;195
17;GENERAL LOPEZ;PROVEEDOR DE TERNEROS DE TAMBO;TOROS;3
17;GENERAL LOPEZ;CICLO COMPLETO (CRIA e INVERNADA);TOROS;138
17;GENERAL LOPEZ;AGRICULTURA FAMILIAR;TOROS;1
17;GENERAL LOPEZ;RECRIA;TOROS;82
17;GENERAL LOPEZ;SUBSISTENCIA;TOROS;3
17;GENERAL LOPEZ;INVERNADA (BUBALINO);TOROS;2
17;GENERAL LOPEZ;CRIA (BUBALINO);TOROS;1
17;GENERAL LOPEZ;CENTRO DE COLECTA Y PROCESAMIENTO DE SEMEN;TOROS;139
17;GENERAL LOPEZ;ALQUILER REPRODUCTORES;TOROS;21
17;GENERAL LOPEZ;INVERNADA;TORITOS;2474
17;GENERAL LOPEZ;ENGORDE CORRAL C/CONFINAMIENTO;TORITOS;36
17;GENERAL LOPEZ;CRIA;TORITOS;1436
17;GENERAL LOPEZ;TAMBO;TORITOS;27
17;GENERAL LOPEZ;CABAÑA;TORITOS;230
17;GENERAL LOPEZ;PROVEEDOR DE TERNEROS DE TAMBO;TORITOS;5
17;GENERAL LOPEZ;CICLO COMPLETO (CRIA e INVERNADA);TORITOS;45
17;GENERAL LOPEZ;RECRIA;TORITOS;78
17;GENERAL LOPEZ;CENTRO DE COLECTA Y PROCESAMIENTO DE SEMEN;TORITOS;4
17;GENERAL LOPEZ;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);TORITOS;201
03;GENERAL OBLIGADO;INVERNADA;VACAS;800
03;GENERAL OBLIGADO;ENGORDE CORRAL C/CONFINAMIENTO;VACAS;1284
03;GENERAL OBLIGADO;CRIA;VACAS;207015
03;GENERAL OBLIGADO;TAMBO;VACAS;1044
