CODIGO;NOMBRE;actividad;categoria;cantidad
02;VERA;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);VACAS;200
02;VERA;INVERNADA;VAQUILLONAS;12708
02;VERA;ENGORDE CORRAL C/CONFINAMIENTO;VAQUILLONAS;4752
02;VERA;CRIA;VAQUILLONAS;51188
02;VERA;TAMBO;VAQUILLONAS;68
02;VERA;CABAÑA;VAQUILLONAS;71
02;VERA;CICLO COMPLETO (CRIA e INVERNADA);VAQUILLONAS;2742
02;VERA;RECRIA;VAQUILLONAS;2350
02;VERA;INVERNADA (BUBALINO);VAQUILLONAS;42
02;VERA;CRIA (BUBALINO);VAQUILLONAS;9
02;VERA;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);VAQUILLONAS;61
02;VERA;INVERNADA;NOVILLOS;21886
02;VERA;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLOS;397
02;VERA;CRIA;NOVILLOS;26170
02;VERA;CICLO COMPLETO (CRIA e INVERNADA);NOVILLOS;1751
02;VERA;RECRIA;NOVILLOS;1015
02;VERA;INVERNADA (BUBALINO);NOVILLOS;2942
02;VERA;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);NOVILLOS;10
02;VERA;INVERNADA;NOVILLITOS;37923
02;VERA;ENGORDE CORRAL C/CONFINAMIENTO;NOVILLITOS;3335
02;VERA;CRIA;NOVILLITOS;54664
02;VERA;TAMBO;NOVILLITOS;22
02;VERA;CABAÑA;NOVILLITOS;31
02;VERA;CICLO COMPLETO (CRIA e INVERNADA);NOVILLITOS;3822
02;VERA;RECRIA;NOVILLITOS;2769
02;VERA;INVERNADA (BUBALINO);NOVILLITOS;3109
02;VERA;CRIA (BUBALINO);NOVILLITOS;13
02;VERA;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);NOVILLITOS;16
02;VERA;INVERNADA;TERNERAS;6858
02;VERA;ENGORDE CORRAL C/CONFINAMIENTO;TERNERAS;2088
02;VERA;CRIA;TERNERAS;35230
02;VERA;TAMBO;TERNERAS;91
02;VERA;CABAÑA;TERNERAS;165
02;VERA;CICLO COMPLETO (CRIA e INVERNADA);TERNERAS;1757
02;VERA;RECRIA;TERNERAS;1373
02;VERA;INVERNADA (BUBALINO);TERNERAS;90
02;VERA;CRIA (BUBALINO);TERNERAS;42
02;VERA;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);TERNERAS;24
02;VERA;INVERNADA;TERNEROS;9371
02;VERA;ENGORDE CORRAL C/CONFINAMIENTO;TERNEROS;1123
02;VERA;CRIA;TERNEROS;36573
02;VERA;TAMBO;TERNEROS;26
02;VERA;CABAÑA;TERNEROS;169
02;VERA;CICLO COMPLETO (CRIA e INVERNADA);TERNEROS;1778
02;VERA;RECRIA;TERNEROS;1275
02;VERA;INVERNADA (BUBALINO);TERNEROS;85
02;VERA;CRIA (BUBALINO);TERNEROS;37
02;VERA;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);TERNEROS;8
02;VERA;INVERNADA;TOROS;1674
02;VERA;ENGORDE CORRAL C/CONFINAMIENTO;TOROS;279
02;VERA;CRIA;TOROS;11123
02;VERA;TAMBO;TOROS;8
02;VERA;CABAÑA;TOROS;31
02;VERA;CICLO COMPLETO (CRIA e INVERNADA);TOROS;836
02;VERA;RECRIA;TOROS;318
02;VERA;INVERNADA (BUBALINO);TOROS;14
02;VERA;CRIA (BUBALINO);TOROS;12
02;VERA;CENTRO DE TRANSFERENCIA DE EMBRIONES;TOROS;3
02;VERA;INVERNADA;TORITOS;367
02;VERA;ENGORDE CORRAL C/CONFINAMIENTO;TORITOS;1073
02;VERA;CRIA;TORITOS;2324
02;VERA;TAMBO;TORITOS;2
02;VERA;CABAÑA;TORITOS;97
02;VERA;CICLO COMPLETO (CRIA e INVERNADA);TORITOS;54
02;VERA;RECRIA;TORITOS;162
02;VERA;INVERNADA (BUBALINO);TORITOS;1
02;VERA;CICLO COMPLETO (CRIA e INVERNADA) (BUBALINO);TORITOS;2
